服务器A,#genre#
新疆卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETtoZKRqwsL9SQjr1A0iH5g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMREPnBLSH3b8pR7cnmo9am%2CEND
新疆卫视,hhttp://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ETtoZKRqwsL9SQjr1A0iH5g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMREPnBLSH3b8pR7cnmo9am%2CEND
江西卫视,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfPpe3gkzCutYMoqOQQZNzA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMVuW7agCgULnvgy9rhLyCH%2CEND
海南卫视,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EZOP0PLu1-XG8_Ae0lTe9HQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNODcjESMU4f6yMuMuOuQbie%2CEND
深圳卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EFvxuZ6Kfg6J67sArVd0LuA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO9YxM-C8gPFvQRk47-h2ok%2CEND
湖北卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ExfU_RR0RQok0w_xd7h22CQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPVnDV2fEBphgm3TP7hAHBx%2CEND
甘肃卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226545/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EPxObabIs3mLyPmSf2HHtqQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNBE3K16ZfzYGIqbP6z6cGJ%2CEND
西藏卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226527/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EmHuqUIe0F51C4h6xZanhig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMi3qn27U9rBeXpVrJ8eLy7%2CEND
辽宁卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226488/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0dsu8dOBmGQQO7fSrvySew%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN4l9PIxeExdzsncIMJiPZb%2CEND
重庆卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226518/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ey-ITbF7am-eD_R60rK2QcQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNMWkDi37K3eowQvLymiiLyV%2CEND
陕西卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226532/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6sNSqmLCqLFl_AJPBXp1qA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO6b4uKEI14SNy0LDiw52LH%2CEND
青海卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226529/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ege4qzvU2ax15UdL3NFQ7AQ%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNdiWnhjH1amCOGECUhABr9%2CEND
黑龙江卫视,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEHwpSHKc5p-bHJfhpIWFig%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM5Y8rTELLykZJHp-bmY2YW%2CEND
三沙卫视,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226544/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eb2dn60YQRxhB5rAyOnrv0g%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNO_hnHaWpTsMQwR98VJGduo%2CEND
嘉佳卡通,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226539/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EQDRyt1jaDU7f52NwPN526A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOLcRNi6C1PMX5tGrYl_SiR%2CEND
超级电影,http://[2409:8087:1:20:20::2c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EfPRR4mbRWhkCFuUCVm9THg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNM4kysjLk_woYMRnu35KtBV%2CEND
淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND&GuardEncType=2
淘剧场,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?&accountinfo=%7E%7EV2.0%7EQaJ92NID2SpQlY6_VJVogg%7EQ8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk%7EExtInfo9bj61dxzlMXrsixrqcFYPg%2CEND&GuardEncType=2

服务器B,#genre#
精品综合,http://146.235.213.45:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
精品大剧,http://146.235.213.45:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
精品纪录,http://146.235.213.45:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
精品体育,http://146.235.213.45:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
精品萌宠,http://146.235.213.45:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
爱情喜剧,http://146.235.213.45:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
潮妈辣婆,http://146.235.213.45:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
东北热剧,http://146.235.213.45:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
动作电影,http://146.235.213.45:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
古装剧场,http://146.235.213.45:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
欢乐剧场,http://146.235.213.45:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
家庭剧场,http://146.235.213.45:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
金牌综艺,http://146.235.213.45:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
惊悚悬疑,http://146.235.213.45:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
军旅剧场,http://146.235.213.45:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
军事评论,http://146.235.213.45:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
魅力潇湘,http://146.235.213.45:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
明星大片,http://146.235.213.45:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
农业致富,http://146.235.213.45:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
武博世界,http://146.235.213.45:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
炫舞未来,http://146.235.213.45:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
怡伴健康,http://146.235.213.45:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
中国功夫,http://146.235.213.45:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
黑莓电影,http://146.235.213.45:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓动画,http://146.235.213.45:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
哒啵电竞,http://146.235.213.45:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
哒啵赛事,http://146.235.213.45:35455/itv/1000000001000003775.m3u8?cdn=ystenlive
爱谍战,http://146.235.213.45:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
爱动漫,http://146.235.213.45:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
爱科幻,http://146.235.213.45:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
爱科学,http://146.235.213.45:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
爱浪漫,http://146.235.213.45:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
爱历史,http://146.235.213.45:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
爱旅行,http://146.235.213.45:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
爱奇谈,http://146.235.213.45:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
爱赛车,http://146.235.213.45:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
爱体育,http://146.235.213.45:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
爱玩具,http://146.235.213.45:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
爱喜剧,http://146.235.213.45:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
爱悬疑,http://146.235.213.45:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
爱院线,http://146.235.213.45:35455/itv/6000000006000030630.m3u8?cdn=wasusyt
咪咕视频01,http://146.235.213.45:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频02,http://146.235.213.45:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频03,http://146.235.213.45:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频04,http://146.235.213.45:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频05,http://146.235.213.45:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频06,http://146.235.213.45:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频07,http://146.235.213.45:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频08,http://146.235.213.45:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频09,http://146.235.213.45:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频10,http://146.235.213.45:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频11,http://146.235.213.45:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频12,http://146.235.213.45:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频13,http://146.235.213.45:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频14,http://146.235.213.45:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频15,http://146.235.213.45:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频16,http://146.235.213.45:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频17,http://146.235.213.45:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频18,http://146.235.213.45:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频19,http://146.235.213.45:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频20,http://146.235.213.45:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频21,http://146.235.213.45:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频22,http://146.235.213.45:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频23,http://146.235.213.45:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频24,http://146.235.213.45:35455/itv/2000000003000000064.m3u8?cdn=hnbblive
服务器C,#genre#
CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
